OrderId,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Release Date,Water Required?,DOF Benchmarking Submission Status,Latitude,Longitude,Community Board,Council District,Census Tract,NTA
2919,2560610,MIDWEST COURT LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010620019,1-01062-0019,1075636,410 WEST 53RD STREET,Not Available,10019,410,WEST 53 STREET,Manhattan,166518,Multifamily Housing,Multifamily Housing,Multifamily Housing,166518,Not Available,Not Available,Not Available,Not Available,1987,1,100,Whole Building,Not Available,91.6,91,8.5,0,153.5,Not Available,Not Available,9756011.6,Not Available,Not Available,Not Available,431310,4313.1,5070254.9,1408985.6,1227.9,757.4,470.5,166518,Not Available,Not Available,157.5,04/26/2017 04:56:04 PM,Yes,In Compliance,40.765623,-73.988213,4,3,133,Clinton                                                                    
2935,3113572,The Dorothy Ross Friedman,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010677501,1-01067-7501,1026878,475 West 57th St.,Not Available,10019,477,WEST 57 STREET,Manhattan,110419,Multifamily Housing,"Food Service, Multifamily Housing, Office, Other",Multifamily Housing,100322,Office,5500,Food Service,2175,1986,1,100,Whole Building,Whole Building,82.1,82.7,8.3,0,143.6,Not Available,5672076.1,Not Available,Not Available,Not Available,Not Available,113593,1135.9,3259808.1,910999.4,729.5,427,302.5,107997,5590.2,50.74,146,04/14/2017 03:07:37 PM,No,In Compliance,40.768755,-73.987678,4,3,139,Clinton                                                                    
2938,2783840,JRAA - FedEx,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010700001,1010700001,1026906,"560 W. 42nd,",Not Available,10036,554,11 AVENUE,Manhattan,68085,Distribution Center,"Distribution Center, Office",Distribution Center,80193,Office,11371,Not Available,Not Available,1978,1,100,Whole Building,Not Available,44.2,46.9,9.7,0.1,118.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008400,12647.6,3035792.9,888466.1,335.3,53.6,281.7,91564,Not Available,Not Available,115.7,02/27/2017 03:14:00 PM,Yes,In Compliance,40.761015,-73.998159,4,3,129,Clinton                                                                    
2959,4038830,Halstead - 505 West 47th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010767501,1-01076-7501,1088435,505 West 47th Street,Not Available,10036,505,WEST 47 STREET,Manhattan,83754,Multifamily Housing,Multifamily Housing,Multifamily Housing,82510,Not Available,Not Available,Not Available,Not Available,2008,1,100,Whole Building,Whole Building,52.9,55.3,8.3,0.3,117.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014640.9,22174.6,2350068.9,687007.1,325.1,107,218.1,82510,4364.9,52.9,115.1,05/01/2017 02:58:14 PM,Yes,In Compliance,40.763244,-73.994177,4,3,129,Clinton                                                                    
2964,3110430,535 West 51st Street - 38173,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010800010,1-01080-0010,1079266;1079267,535 West 51st Street,Not Available,10019,535,WEST 51 STREET,Manhattan,251512,Multifamily Housing,Multifamily Housing,Multifamily Housing,276663,Not Available,Not Available,Not Available,Not Available,1981,2,100,Whole Building,Whole Building,25.5,25.5,2.4,0.2,43.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4802324.9,48023.2,2265177.4,663885.4,465.3,255.1,210.2,276663,19535.4,70.61,43.9,04/24/2017 11:26:31 AM,No,In Compliance,40.765909,-73.99274,4,3,135,Clinton                                                                    
2969,4156456,NY533_Avalon Clinton North,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010817502,1-01081-7502,1087777,515 West 52nd Street,Not Available,10019,500,WEST 53 STREET,Manhattan,399963,Multifamily Housing,Multifamily Housing,Multifamily Housing,267737,Not Available,Not Available,Not Available,Not Available,2008,1,100,Whole Building,Whole Building,132.3,136.9,10.2,1,216.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.59E+07,273562.5,9496988.9,2723984.1,2258,1376.7,881.3,267737,15065,56.27,213,04/28/2017 10:35:43 AM,Yes,In Compliance,40.766614,-73.990571,4,3,135,Clinton                                                                    
2971,3127494,Clinton Towers 790 11th Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010830001,1-01083-0001,1027057;1086807,790 11th Ave.,Not Available,10019,778,11 AVENUE,Manhattan,472000,Multifamily Housing,"Multifamily Housing, Office, Other",Multifamily Housing,459078,Office,13554,Other,12420,1974,1,100,Whole Building,Whole Building,85.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.90E+07,Not Available,12626330.2,Not Available,2712.4,1540.7,1171.7,485052,Not Available,Not Available,144.5,05/01/2017 07:43:09 PM,No,In Compliance,40.768473,-73.992726,4,6,135,Clinton                                                                    
2982,2774705,River Place II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010897502,1-01089-7502,1085962;1088643,606/610/620 W 42nd st,Not Available,10036,533,11 AVENUE,Manhattan,1069903,Multifamily Housing,"Enclosed Mall, Fitness Center/Health Club/Gym, Multifamily Housing, Parking, Supermarket/Grocery Store, Swimming Pool",Multifamily Housing,1067368,Parking,31625,Fitness Center/Health Club/Gym,15700,2008,2,100,Whole Building,Whole Building,83.5,Not Available,7.5,0.6,Not Available,Not Available,1449000,Not Available,Not Available,Not Available,Not Available,61569048,642526.9,29203984.3,8313243.9,6087.9,3377.8,2710.1,1104281,46251.9,41.88,142.9,04/06/2017 02:24:45 PM,No,In Compliance,40.76026,-73.998733,4,3,117,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2991,2961388,Kenneth Cole Productions,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1010980029,1-01098-0029,1027134,601 West 50th Street,Not Available,10019,601,WEST 50 STREET,Manhattan,103788,Office,Office,Office,127100,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,78.4,82.4,15.2,0,193.8,Not Available,3365709.4,Not Available,Not Available,Not Available,Not Available,3111.8,35.2,6600667.2,1934544.7,862.5,249.9,612.5,127100,1829.6,14.4,189.8,03/31/2017 03:27:38 PM,Yes,In Compliance,40.766019,-73.994932,4,3,135,Clinton                                                                    
3011,5767664,Lincoln Plaza Tenants,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011140061,1-01114-0061,1027365,44 West 62nd Street,Not Available,10023,44,WEST 62 STREET,Manhattan,247113,Multifamily Housing,Multifamily Housing,Multifamily Housing,255415,Not Available,Not Available,Not Available,Not Available,1974,1,100,Whole Building,Not Available,73.1,73.1,5.8,0,126,Not Available,Not Available,Not Available,Not Available,Not Available,1.33E+07,380670,3852.1,5049323.6,1479871.9,1368.7,20.2,1348.5,255415,Not Available,Not Available,126.1,05/01/2017 04:04:27 PM,Yes,In Compliance,40.770755,-73.98262,7,3,145,Lincoln Square                                                             
3016,4041321,DEPM 2544 - 25 Central Park West,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011157501,1-01115-7501,1076225,25 Central Park West,Not Available,10026,25,CENTRAL PARK WEST,Manhattan,621304,Multifamily Housing,"Multifamily Housing, Office, Retail Store",Multifamily Housing,533426,Office,12666,Retail Store,10322,1932,1,100,Whole Building,Not Available,101.8,107.1,7.4,0.8,165,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.22E+07,456084.9,14466077,4097353,3582,2239.6,1342.4,556414,Not Available,Not Available,161.2,05/01/2017 02:58:14 PM,Yes,In Compliance,40.770148,-73.9804,7,6,149,Lincoln Square                                                             
3018,2655007,Milstein - 30 West 63rd Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011157503,1-01115-7503,1027463,30 West 63rd Street,Not Available,10023,30,WEST 63 STREET,Manhattan,687320,Multifamily Housing,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,494905,Retail Store,42059,Parking,27856,1980,1,100,Whole Building,Whole Building,116.5,123.3,10.8,0.9,206.2,Not Available,Not Available,0,Not Available,0,Not Available,43123266,475141,20795081.3,5902619.6,4220.3,2290.5,1929.8,548751,Not Available,Not Available,201.5,05/01/2017 02:58:14 PM,No,In Compliance,40.77109,-73.981454,7,6,149,Lincoln Square                                                             
3024,2665543,One West 64 Street Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011170029,1-01117-0029,1028137,1 West 64 Street,Not Available,10023,1,WEST 64 STREET,Manhattan,119866,Multifamily Housing,Multifamily Housing,Multifamily Housing,129855,Not Available,Not Available,Not Available,Not Available,1945,1,100,Whole Building,Whole Building,43.8,44.3,4.3,0.2,77.1,Not Available,980352.2,Not Available,Not Available,Not Available,Not Available,2735459.8,27354.6,1966315.9,562582.6,400.5,218,182.5,129855,2923,22.51,77.3,05/01/2017 04:04:27 PM,Yes,In Compliance,40.771315,-73.98001,7,6,149,Lincoln Square                                                             
3027,2669724,43 West 64th St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011177502,1011177502,1081012,43 West 64th St,Not Available,10023,43,WEST 64 STREET,Manhattan,98872,Multifamily Housing,"Multifamily Housing, Restaurant",Multifamily Housing,96934,Restaurant,9000,Not Available,Not Available,1911,1,100,Whole Building,Whole Building,158.3,163.8,18.2,0.3,312.9,Not Available,Not Available,Not Available,Not Available,Not Available,7224035.3,2887350,28873.5,6657501.8,1924487.9,1250.8,153.4,1097.5,105934,Not Available,Not Available,308,05/01/2017 10:35:35 PM,Yes,In Compliance,40.771614,-73.980732,7,6,149,Lincoln Square                                                             
3037,4952806,AKAM - 65 Central Park West,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011190029,1-01119-0029,1028230,65 Central Park West,Not Available,10023,65,CENTRAL PARK WEST,Manhattan,182048,Multifamily Housing,Multifamily Housing,Multifamily Housing,183048,Not Available,Not Available,Not Available,Not Available,1929,1,100,Whole Building,Not Available,76.2,75.6,4.5,0.6,111.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.10E+07,110394.1,2912826.2,821412.7,856.7,586.4,270.3,183048,4886.3,26.69,113.3,05/01/2017 01:01:42 PM,Yes,In Compliance,40.772731,-73.978515,7,6,153,Lincoln Square                                                             
3043,2659175,33 West 67th St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011200011,1011200011,1028238,33 West 67th St,Not Available,10023,33,WEST 67 STREET,Manhattan,66847,Multifamily Housing,Multifamily Housing,Multifamily Housing,73309,Not Available,Not Available,Not Available,Not Available,1904,1,100,Whole Building,Whole Building,54.6,Not Available,3,0,Not Available,Not Available,Not Available,3154037.9,Not Available,Not Available,Not Available,97933.3,979.3,749137.6,219559.7,312.2,242.7,69.5,73309,1384.5,18.89,76.9,05/01/2017 11:49:38 PM,Yes,In Compliance,40.773491,-73.979348,7,6,153,Lincoln Square                                                             
3053,2652213,25 West 68th (280),Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011210017,1011210017,1028453,25 West 68 STREET,Not Available,10023,25,WEST 68 STREET,Manhattan,106519,Multifamily Housing,Multifamily Housing,Multifamily Housing,106500,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Not Available,74.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6134288.1,Not Available,Not Available,224287.2,Not Available,1528358.2,Not Available,616,474.1,141.8,106500,Not Available,Not Available,105.4,03/28/2017 10:04:17 AM,Yes,In Compliance,40.774191,-73.97907,7,6,153,Lincoln Square                                                             
3063,2637884,12 W 72 St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011240042,1011240042,1028619,12 W 72 Street,Not Available,10023,12,WEST 72 STREET,Manhattan,178893,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,173123,Other,5770,Not Available,Not Available,1950,1,100,Whole Building,Whole Building,81.2,Not Available,6.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.00E+07,Not Available,4222570.4,1206487,946,554.1,391.9,178893,5917.8,33.08,134.6,04/28/2017 04:07:55 PM,No,In Compliance,40.7766,-73.976889,7,6,157,Lincoln Square                                                             
3072,2383927,27 West 72nd Street - The Olcott,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011257502,1011257502,1087511,27 West 72nd Street,Not Available,10023,27,WEST 72 STREET,Manhattan,255908,Multifamily Housing,Multifamily Housing,Multifamily Housing,259240,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Not Available,72.7,77,6.9,0.5,130,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.26E+07,138791.7,6194065.2,1784562.3,1246.5,671.7,574.8,259240,Not Available,Not Available,126.2,05/01/2017 10:59:39 PM,Yes,In Compliance,40.776988,-73.977766,7,6,157,Lincoln Square                                                             
3085,4032890,44 West 77th St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011290055,1-01129-0055,1028821,44 West 77th St,Not Available,10024,44,WEST 77 STREET,Manhattan,118168,Multifamily Housing,Multifamily Housing,Multifamily Housing,118168,Not Available,Not Available,Not Available,Not Available,1909,1,100,Whole Building,Whole Building,60.9,60.1,5.9,0.4,104.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4739974.8,47399.7,2458602.5,692167,479.9,251.8,228.2,118168,2054,17.38,107.4,04/21/2017 04:16:54 PM,Yes,In Compliance,40.780374,-73.975764,7,6,161,Upper West Side                                                            
3086,2806006,Parc 77,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011290059,1011290059,1028822,50 W. 77th St.,Not Available,10024,52,WEST 77 STREET,Manhattan,113309,Multifamily Housing,"Medical Office, Multifamily Housing, Restaurant",Multifamily Housing,107928,Medical Office,9481,Restaurant,6000,1903,1,100,Whole Building,Whole Building,98.5,100.6,8,0.1,160.3,Not Available,7266651.8,Not Available,Not Available,Not Available,Not Available,1396306.9,14163.4,3487103.4,989646.7,937,613.4,323.6,123409,5427.9,43.98,160.1,04/28/2017 07:52:29 PM,Yes,In Compliance,40.780451,-73.975952,7,6,161,Upper West Side                                                            
3093,2637427,Fordham. McMahon Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011320020,1-01132-0020,1028830,155 W 60th St,Not Available,10023,155,WEST 60 STREET,Manhattan,1025320,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,282506,Not Available,Not Available,Not Available,Not Available,1993,1,100,Whole Building,Not Available,73.9,77.5,7.8,0.5,137.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.31E+07,143402.1,7819724.6,2217129.6,1419.5,693.8,725.7,282506,Not Available,Not Available,135.5,04/19/2017 08:57:37 AM,No,In Compliance,40.770503,-73.985826,7,3,145,Lincoln Square                                                             
3094,4370548,Glenwood - 160 West 62nd Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011320035,1-01132-0035,1089447,160 West 62nd Street,Not Available,10023,51,AMSTERDAM AVENUE,Manhattan,461229,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,475000,Office,5000,Not Available,Not Available,2012,1,100,Whole Building,Not Available,58.5,61.4,8.2,0.3,123,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.44E+07,160445.4,13632870.1,3936055.4,2032.2,767.1,1265.1,480000,Not Available,Not Available,120.8,05/01/2017 02:58:14 PM,Yes,In Compliance,40.772251,-73.986263,7,3,145,Lincoln Square                                                             
3102,2790322,"Amsterco 67, LLC",Not Applicable: Standalone Property,Not Applicable: Standalone Property,1011390001,1-01139-0001,1028849,145 West 67th Street,Not Available,10023,145,WEST 67 STREET,Manhattan,568001,Multifamily Housing,"Multifamily Housing, Other, Parking",Multifamily Housing,502881,Parking,57000,Other,8120,1986,1,100,Whole Building,Whole Building,57.1,57,7.8,0.3,115.6,Not Available,827999.9,Not Available,Not Available,Not Available,Not Available,1.42E+07,146561.1,14077422.1,4001313.7,2124.7,818.3,1306.4,511001,25180.9,49.28,117.4,04/27/2017 10:39:24 AM,Yes,In Compliance,40.775012,-73.982969,7,6,153,Lincoln Square                                                             
